Daylight,David Baldacci,"Daylight is the gripping follow up to Long Road to Mercy and A Minute to Midnight featuring Special Agent Atlee Pine, from one of the world’s most favourite thriller writers, David Baldacci. The hunt Ever since Mercy was abducted aged six, Atlee has been relentless in her search for her. Finally, she gets her most promising breakthrough yet – the identity of her sister’s kidnapper. The capture As Atlee and her assistant, Carol Blum, race to track down the suspect, they run into Pine’s old friend and fellow agent, John Puller, who is investigating the suspect’s family for another crime. The kill Working together, Pine and Puller must pull back the layers of deceit, lies and cover-ups that strike at the very heart of global democracy. And the truth about what happened to Mercy will finally be revealed. That truth will shock Atlee Pine to her very core. Continue the gripping series with Mercy.",2020-11-12,Fiction,4.20
The Sentinel,"Lee Child, Andrew Child","#1 NEW YORK TIMES BESTSELLER • THE BLOCKBUSTER JACK REACHER SERIES THAT INSPIRED TWO MAJOR MOTION PICTURES AND THE STREAMING SERIES REACHER Jack Reacher is back! The “utterly addictive” (The New York Times) series continues as acclaimed author Lee Child teams up with his brother, Andrew Child, fellow thriller writer extraordinaire. “One of the many great things about Jack Reacher is that he’s larger than life while remaining relatable and believable. The Sentinel shows that two Childs are even better than one.”—James Patterson As always, Reacher has no particular place to go, and all the time in the world to get there. One morning he ends up in a town near Pleasantville, Tennessee. But there’s nothing pleasant about the place. In broad daylight Reacher spots a hapless soul walking into an ambush. “It was four against one” . . . so Reacher intervenes, with his own trademark brand of conflict resolution. The man he saves is Rusty Rutherford, an unassuming IT manager, recently fired after a cyberattack locked up the town’s data, records, information . . . and secrets. Rutherford wants to stay put, look innocent, and clear his name. Reacher is intrigued. There’s more to the story. The bad guys who jumped Rutherford are part of something serious and deadly, involving a conspiracy, a cover-up, and murder—all centered on a mousy little guy in a coffee-stained shirt who has no idea what he’s up against. Rule one: if you don’t know the trouble you’re in, keep Reacher by your side.",2020-10-27,Fiction,3.96
The Awakening,Nora Roberts,"The first in a brand new trilogy from Sunday Times bestseller Nora Roberts, The Awakening is a story of adventure, magic and finding your home Mists, shimmering silver fingers, rose over the pale green water of the lake. They twined and twisted toward a sky quietly gray, while in the east, over the hills, a pink blush waited, like a held breath, to waken. Breen Kelly had always been a rule follower. So, when her father left when she was twelve years old, promising to return, she waited. Now, more than a decade later, she's working at a job she hates and is tired of the life that playing by the rules has dealt her. It's time to make a change. Breen makes a leap into the unknown with a summer trip to Ireland - her father's homeland. Little does she know how much of a leap until a walk in the woods leads her through a portal into another world - Talamh - where Breen will find magic, family and a destiny she could never have dreamed of 'If you're after the perfect pick-me-up, take-me-away-from-the-world read, then she's your woman' The Guardian 'Nora Roberts is, quite simply, a one-woman phenomenon' Heat 'I love Nora Roberts' Stephen King",2020-11-24,Fiction,3.83
The Law of Innocence,Michael Connelly,"THE TRIAL OF A LIFETIME. BUT WILL IT BE HIS LAST? 'Another masterpiece from one of the world's greatest crime writers' Express 'This is Connelly on top form ... A terrific thriller' Mail on Sunday 'Grabs you on the very first page and doesn't let go' The Times * * * * * Heading home after winning his latest case, defense attorney Mickey Haller - The Lincoln Lawyer - is pulled over by the police. They open the trunk of his car to find the body of a former client. Haller knows the law inside out. He will be charged with murder. He will have to build his case from behind bars. And the trial will be the trial of his life. Because Mickey Haller will defend himself in court. With watertight evidence stacked against him, Haller will need every trick in the book to prove he was framed. But a not-guilty verdict isn't enough. In order to truly walk free, Haller knows he must find the real killer - that is the law of innocence... * * * * * 'Pick up this gripping book at your peril, especially if you have other things to do like working or sleeping.' Express 'The so-called Lincoln Lawyer ... turns in another dazzling courtroom performance' New York Times Book Review * * * * * ""The law of innocence is unwritten. It will not be found in a leather-bound code book. It will never be argued in a courtroom. In nature, for every action there is an equal and opposite reaction. In the law of innocence, for every man not guilty of a crime there is a man out there who is. And to prove true innocence the guilty man must be found and exposed to the world."" * * * * * CRIME DOESN'T COME BETTER THAN CONNELLY. 'One of the very best writers working today' Sunday Telegraph 'The pre-eminent detective novelist of his generation' Ian Rankin 'A superb natural storyteller' Lee Child 'A master' Stephen King 'Crime thriller writing of the highest order' Guardian 'America's greatest living crime writer' Daily Express 'A crime writing genius' Independent on Sunday",2020-11-10,Fiction,4.35
If It Bleeds,Stephen King,"From #1 New York Times bestselling author, legendary storyteller, and master of short fiction Stephen King comes an extraordinary collection of four new and compelling novellas—Mr. Harrigan’s Phone, The Life of Chuck, Rat, and the title story If It Bleeds—each pulling you into intriguing and frightening places. The novella is a form King has returned to over and over again in the course of his amazing career, and many have been made into iconic films, including “The Body” (Stand By Me) and “Rita Hayworth and Shawshank Redemption” (Shawshank Redemption). Like Four Past Midnight, Different Seasons, and most recently Full Dark, No Stars, If It Bleeds is a uniquely satisfying collection of longer short fiction by an incomparably gifted writer.",2020-04-21,Fiction,3.67
The Invisible Life of Addie LaRue,V. E. Schwab,"NEW YORK TIMES BESTSELLER USA TODAY BESTSELLER NATIONAL INDIE BESTSELLER THE WASHINGTON POST BESTSELLER Recommended by Entertainment Weekly, Real Simple, NPR, Slate, and Oprah Magazine #1 Library Reads Pick—October 2020 #1 Indie Next Pick—October 2020 BOOK OF THE YEAR (2020) FINALIST—Book of The Month Club A “Best Of” Book From: Oprah Mag * CNN * Amazon * Amazon Editors * NPR * Goodreads * Bustle * PopSugar * BuzzFeed * Barnes & Noble * Kirkus Reviews * Lambda Literary * Nerdette * The Nerd Daily * Polygon * Library Reads * io9 * Smart Bitches Trashy Books * LiteraryHub * Medium * BookBub * The Mary Sue * Chicago Tribune * NY Daily News * SyFy Wire * Powells.com * Bookish * Book Riot * Library Reads Voter Favorite * In the vein of The Time Traveler’s Wife and Life After Life, The Invisible Life of Addie LaRue is New York Times bestselling author V. E. Schwab’s genre-defying tour de force. A Life No One Will Remember. A Story You Will Never Forget. France, 1714: in a moment of desperation, a young woman makes a Faustian bargain to live forever—and is cursed to be forgotten by everyone she meets. Thus begins the extraordinary life of Addie LaRue, and a dazzling adventure that will play out across centuries and continents, across history and art, as a young woman learns how far she will go to leave her mark on the world. But everything changes when, after nearly 300 years, Addie stumbles across a young man in a hidden bookstore and he remembers her name. Also by V. E. Schwab Shades of Magic A Darker Shade of Magic A Gathering of Shadows A Conjuring of Light Villains Vicious Vengeful At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",2020-10-06,Fiction,4.23
The Evening and the Morning,Ken Follett,"#1 New York Times Bestseller An Amazon Best Book of 2020 The thrilling and addictive prequel to The Pillars of the Earth--set in England at the dawn of a new era: the Middle Ages ""Just as transporting as [The Pillars of the Earth] . . . A most welcome addition to the Kingsbridge series."" --The Washington Post It is 997 CE, the end of the Dark Ages. England is facing attacks from the Welsh in the west and the Vikings in the east. Those in power bend justice according to their will, regardless of ordinary people and often in conflict with the king. Without a clear rule of law, chaos reigns. In these turbulent times, three characters find their lives intertwined. A young boatbuilder's life is turned upside down when his home is raided by Vikings, forcing him and his family to move and start their lives anew in a small hamlet where he does not fit in. . . . A Norman noblewoman marries for love, following her husband across the sea to a new land, but the customs of her husband's homeland are shockingly different, and it soon becomes clear to her that a single misstep could be catastrophic. . . . A monk dreams of transforming his humble abbey into a center of learning that will be admired throughout Europe. And each in turn comes into dangerous conflict with a clever and ruthless bishop who will do anything to increase his wealth and power. Thirty years ago, Ken Follett published his most popular novel, The Pillars of the Earth. Now, Follett's masterful new prequel The Evening and the Morning takes us on an epic journey into a historical past rich with ambition and rivalry, death and birth, love and hate, that will end where The Pillars of the Earth begins.",2020-09-15,Fiction,3.00
A Promised Land,Barack Obama,"THE #1 SUNDAY TIMES BESTSELLER | NAMED A BEST BOOK OF THE YEAR BY THE NEW YORK TIMES, THE ECONOMIST, THE GUARDIAN The riveting, deeply personal account of history in the making—a record-breaking, critically-acclaimed no.1 bestseller, now out in paperback 'Gorgeously written, humorous, compelling, life affirming' Justin Webb, Mail on Sunday In the stirring first volume of his presidential memoirs, Barack Obama tells the story of his improbable odyssey from young man searching for his identity to leader of the free world, describing in strikingly personal detail both his political education and the landmark moments of the first term of his historic presidency—a time of dramatic transformation and turmoil. Obama takes readers on a compelling journey from his earliest political aspirations to the pivotal Iowa caucus victory that demonstrated the power of grassroots activism to the watershed night of November 4, 2008, when he was elected 44th president of the United States, becoming the first African American to hold the nation’s highest office. Reflecting on the presidency, he offers a unique and thoughtful exploration of both the awesome reach and the limits of presidential power, as well as singular insights into the dynamics of U.S. partisan politics and international diplomacy. A Promised Land is extraordinarily intimate and introspective—the story of one man’s bet with history, the faith of a community organizer tested on the world stage. Obama is candid about the forces that opposed him at home and abroad and bearing the expectation of a generation buoyed by messages of “hope and change”, and unafraid to reveal self-doubt and disappointment. Yet he never wavers from his belief that inside the great, ongoing American experiment, progress is always possible. This beautifully written and powerful book captures Barack Obama’s conviction that democracy is not a gift from on high but something founded on empathy and common understanding and built together, day by day.",2020-11-17,Biography & Autobiography,4.33
Greenlights,Matthew McConaughey,"#1 NEW YORK TIMES BESTSELLER • 6 MILLION COPIES SOLD WORLDWIDE! Discover the life-changing memoir that has inspired millions of readers through the Academy Award–winning actor’s unflinching honesty, unconventional wisdom, and lessons learned the hard way about living with greater satisfaction. “The No. 1 celebrity memoir of the past 10 years.”—USA Today “McConaughey’s book invites us to grapple with the lessons of his life as he did—and to see that the point was never to win, but to understand.”—Mark Manson, author of The Subtle Art of Not Giving a F*ck I’ve been in this life for fifty years, been trying to work out its riddle for forty-two, and been keeping diaries of clues to that riddle for the last thirty-five. Notes about successes and failures, joys and sorrows, things that made me marvel, and things that made me laugh out loud. How to be fair. How to have less stress. How to have fun. How to hurt people less. How to get hurt less. How to be a good man. How to have meaning in life. How to be more me. Recently, I worked up the courage to sit down with those diaries. I found stories I experienced, lessons I learned and forgot, poems, prayers, prescriptions, beliefs about what matters, some great photographs, and a whole bunch of bumper stickers. I found a reliable theme, an approach to living that gave me more satisfaction, at the time, and still: If you know how, and when, to deal with life’s challenges—how to get relative with the inevitable—you can enjoy a state of success I call “catching greenlights.” So I took a one-way ticket to the desert and wrote this book: an album, a record, a story of my life so far. This is fifty years of my sights and seens, felts and figured-outs, cools and shamefuls. Graces, truths, and beauties of brutality. Getting away withs, getting caughts, and getting wets while trying to dance between the raindrops. Hopefully, it’s medicine that tastes good, a couple of aspirin instead of the infirmary, a spaceship to Mars without needing your pilot’s license, going to church without having to be born again, and laughing through the tears. It’s a love letter. To life. It’s also a guide to catching more greenlights—and to realizing that the yellows and reds eventually turn green too. Good luck.",2020-10-20,Biography & Autobiography,4.27
Humans,Brandon Stanton,"'One of the most influential art projects of the decade' – Washington Post From street photographer Brandon Stanton, Humans is a book that connects readers as global citizens at a time when erecting more borders is the order of the day. It shows us the entire world, one story at a time . . . After five years of traveling the globe, the creator of Humans of New York brings people from all parts of the world into a conversation with readers, presenting beautiful photographs alongside stories from their lives. Ignoring borders, this book chronicles lives and shows us the faces of the world. From London, Paris and Rome to Iraq, Dubai, Ukraine, Pakistan, Jordan, Uganda, Vietnam, Israel and every other place in between, these interviews go deeper than ever before. Including hundreds of photos and stories of people Brandon met and talked with in over forty countries, Humans is a full colour illustrated book that includes never seen before material and several of Stanton's essays, which – like his photography – have been loved and shared by his followers worldwide.",2020-10-06,Photography,4.55
Bag Man,"Rachel Maddow, Michael Yarvitz","NEW YORK TIMES BESTSELLER • The knockdown, drag-out, untold story of the other scandal that rocked Nixon’s White House, and reset the rules for crooked presidents to come—with new reporting that expands on Rachel Maddow’s Peabody Award–nominated podcast “Both a thriller and a history book, Bag Man is a triumph of storytelling.”—Preet Bharara, New York Times bestselling author of Doing Justice and host of the podcast Stay Tuned with Preet Is it possible for a sitting vice president to direct a vast criminal enterprise within the halls of the White House? To have one of the most brazen corruption scandals in American history play out while nobody’s paying attention? And for that scandal to be all but forgotten decades later? The year was 1973, and Spiro T. Agnew, the former governor of Maryland, was Richard Nixon’s second-in-command. Long on firebrand rhetoric and short on political experience, Agnew had carried out a bribery and extortion ring in office for years, when—at the height of Watergate—three young federal prosecutors discovered his crimes and launched a mission to take him down before it was too late, before Nixon’s impending downfall elevated Agnew to the presidency. The self-described “counterpuncher” vice president did everything he could to bury their investigation: dismissing it as a “witch hunt,” riling up his partisan base, making the press the enemy, and, with a crumbling circle of loyalists, scheming to obstruct justice in order to survive. In this blockbuster account, Rachel Maddow and Michael Yarvitz detail the investigation that exposed Agnew’s crimes, the attempts at a cover-up—which involved future president George H. W. Bush—and the backroom bargain that forced Agnew’s resignation but also spared him years in federal prison. Based on the award-winning hit podcast, Bag Man expands and deepens the story of Spiro Agnew’s scandal and its lasting influence on our politics, our media, and our understanding of what it takes to confront a criminal in the White House.",2020-12-08,Political Science,4.50
Caste,Isabel Wilkerson,"#1 NEW YORK TIMES BESTSELLER • OPRAH’S BOOK CLUB PICK • “An instant American classic and almost certainly the keynote nonfiction book of the American century thus far.”—Dwight Garner, The New York Times The Pulitzer Prize–winning, bestselling author of The Warmth of Other Suns examines the unspoken caste system that has shaped America and shows how our lives today are still defined by a hierarchy of human divisions. #1 NONFICTION BOOK OF THE YEAR: Time ONE OF THE BEST BOOKS OF THE YEAR: The Washington Post, The New York Times, Los Angeles Times, The Boston Globe, O: The Oprah Magazine, NPR, Bloomberg, The Christian Science Monitor, New York Post, The New York Public Library, Fortune, Smithsonian Magazine, Marie Claire, Slate, Library Journal, Kirkus Reviews Winner of the Carl Sandberg Literary Award • Winner of the Los Angeles Times Book Prize • National Book Award Longlist • National Book Critics Circle Award Finalist • Dayton Literary Peace Prize Finalist • PEN/John Kenneth Galbraith Award for Nonfiction Finalist • PEN/Jean Stein Book Award Longlist • Kirkus Prize Finalist “As we go about our daily lives, caste is the wordless usher in a darkened theater, flashlight cast down in the aisles, guiding us to our assigned seats for a performance. The hierarchy of caste is not about feelings or morality. It is about power—which groups have it and which do not.” In this brilliant book, Isabel Wilkerson gives us a masterful portrait of an unseen phenomenon in America as she explores, through an immersive, deeply researched, and beautifully written narrative and stories about real people, how America today and throughout its history has been shaped by a hidden caste system, a rigid hierarchy of human rankings. Beyond race, class, or other factors, there is a powerful caste system that influences people’s lives and behavior and the nation’s fate. Linking the caste systems of America, India, and Nazi Germany, Wilkerson explores eight pillars that underlie caste systems across civilizations, including divine will, bloodlines, stigma, and more. Using riveting stories about people—including Martin Luther King, Jr., baseball’s Satchel Paige, a single father and his toddler son, Wilkerson herself, and many others—she shows the ways that the insidious undertow of caste is experienced every day. She documents how the Nazis studied the racial systems in America to plan their outcasting of the Jews; she discusses why the cruel logic of caste requires that there be a bottom rung for those in the middle to measure themselves against; she writes about the surprising health costs of caste, in depression and life expectancy, and the effects of this hierarchy on our culture and politics. Finally, she points forward to ways America can move beyond the artificial and destructive separations of human divisions, toward hope in our common humanity. Original and revealing, Caste: The Origins of Our Discontents is an eye-opening story of people and history, and a reexamination of what lies under the surface of ordinary lives and of American life today.",2020-08-04,Social Science,4.14
Untamed,Glennon Doyle,"'This book will shake your brain and make your soul scream. I am so ready for myself after reading this book!' Adele 'Untamed will liberate women - emotionally, spiritually, and physically. It is phenomenal.' Elizabeth Gilbert, author of City of Girls and Eat Pray Love Who were you before the world told you who to be? Part inspiration, part memoir, Untamed explores the joy and peace we discover when we stop striving to meet the expectations of the world, and instead dare to listen to and trust in the voice deep inside us. From the beloved New York Times bestselling author, speaker and activist Glennon Doyle. ***** For many years, Glennon Doyle denied her discontent. Then, while speaking at a conference, she looked at a woman across the room and fell instantly in love. Three words flooded her mind: There. She. Is. At first, Glennon assumed these words came to her from on high but soon she realised they had come to her from within. This was the voice she had buried beneath decades of numbing addictions and social conditioning. Glennon decided to let go of the world's expectations of her and reclaim her true untamed self. Soulful and uproarious, forceful and tender, Untamed is both an intimate memoir and a galvanising wake-up call. It is the story of how one woman learned that a responsible mother is not one who slowly dies for her children, but one who shows them how to fully live. It is also the story of how each of us can begin to trust ourselves enough to set boundaries, make peace with our bodies, honour our anger and heartbreak, and unleash our truest, wildest instincts. Untamed shows us how to be brave. And, as Glennon insists, 'The braver we are, the luckier we get.'",2020-03-12,Biography & Autobiography,3.68
Leopard's Rage,Christine Feehan,"It will take more than desire to tame the animal within in this Leopard novel from #1 New York Times bestselling author Christine Feehan. Leopard shifter Sevastyan Amurov has an anger inside of him that burns so hot it’s almost impossible to control. His barely leashed rage threatens to break free, until he meets a woman who soothes his restless soul. Sevastyan wants Flambe Carver with every breath. He’s determined that the fiery-haired woman will want to be his completely. But his would-be mate comes with strings attached—a relentless stalker who intends to claim her for his own. They barely know each other, but with a very real threat looming just out of reach, Sevastyan takes Flambe under his protection. And as their connection grows, the embers of desire sparking between them soon burst into an inferno that will consume them both.",2020-11-10,Fiction,4.10
The Last Days of John Lennon,James Patterson,"___________ 'Incredibly tense and thriller-like . . . I totally recommend it' LEE CHILD 'The dialogue is punchy, cinematic . . . we get inside the mind of Patterson's villain, the delusional Chapman, through periodic chapters from his point of view as he works up the courage to pull the trigger on Lennon' GQ 'Pure Patterson: fast-paced, no-frills' SUNDAY TIMES ___________ The greatest true-crime story in music history. A GLOBAL SUPERSTAR In the summer of 1980, ten years after the break-up of the Beatles, John Lennon signed with a new label, ready to record new music for the first time in years. Everyone was awestruck when Lennon dashed off '(Just Like) Starting Over'. Lennon was back in peak form, with his best songwriting since 'Imagine'. A DANGEROUSLY OBSESSED FAN In the years after Lennon left the Beatles, becoming a solo artist and making a life with Yoko Ono in New York City, Mark David Chapman had become fixated on murdering his former hero. He was convinced that Lennon had squandered his talent and betrayed his fans. In December 1980, Chapman boarded a flight from Hawaii to New York with a handgun stowed in his luggage. He was never going home again. A MURDER THAT STUNNED THE WORLD Enriched by exclusive interviews with Lennon's friends and associates, including Paul McCartney, The Last Days of John Lennon is a true-crime drama about two men who changed history. One whose indelible songs enliven our world to this day, and the other who ended the music with five pulls of a trigger.",2020-12-07,True Crime,3.33
The Splendid and the Vile,Erik Larson,"#1 NEW YORK TIMES BESTSELLER • The author of The Devil in the White City and Dead Wake delivers an intimate chronicle of Winston Churchill and London during the Blitz—an inspiring portrait of courage and leadership in a time of unprecedented crisis “One of [Erik Larson’s] best books yet . . . perfectly timed for the moment.”—Time • “A bravura performance by one of America’s greatest storytellers.”—NPR NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The New York Times Book Review • Time • Vogue • NPR • The Washington Post • Chicago Tribune • The Globe & Mail • Fortune • Bloomberg • New York Post • The New York Public Library • Kirkus Reviews • LibraryReads • PopMatters On Winston Churchill’s first day as prime minister, Adolf Hitler invaded Holland and Belgium. Poland and Czechoslovakia had already fallen, and the Dunkirk evacuation was just two weeks away. For the next twelve months, Hitler would wage a relentless bombing campaign, killing 45,000 Britons. It was up to Churchill to hold his country together and persuade President Franklin Roosevelt that Britain was a worthy ally—and willing to fight to the end. In The Splendid and the Vile, Erik Larson shows, in cinematic detail, how Churchill taught the British people “the art of being fearless.” It is a story of political brinkmanship, but it’s also an intimate domestic drama, set against the backdrop of Churchill’s prime-ministerial country home, Chequers; his wartime retreat, Ditchley, where he and his entourage go when the moon is brightest and the bombing threat is highest; and of course 10 Downing Street in London. Drawing on diaries, original archival documents, and once-secret intelligence reports—some released only recently—Larson provides a new lens on London’s darkest year through the day-to-day experience of Churchill and his family: his wife, Clementine; their youngest daughter, Mary, who chafes against her parents’ wartime protectiveness; their son, Randolph, and his beautiful, unhappy wife, Pamela; Pamela’s illicit lover, a dashing American emissary; and the advisers in Churchill’s “Secret Circle,” to whom he turns in the hardest moments. The Splendid and the Vile takes readers out of today’s political dysfunction and back to a time of true leadership, when, in the face of unrelenting horror, Churchill’s eloquence, courage, and perseverance bound a country, and a family, together.",2020-02-25,History,4.12
Killing Crazy Horse,"Bill O'Reilly, Martin Dugard","The latest installment of the multimillion-selling Killing series is a gripping journey through the American West and the historic clashes between Native Americans and settlers. The bloody Battle of Tippecanoe was only the beginning. It’s 1811 and President James Madison has ordered the destruction of Shawnee warrior chief Tecumseh’s alliance of tribes in the Great Lakes region. But while General William Henry Harrison would win this fight, the armed conflict between Native Americans and the newly formed United States would rage on for decades. Bestselling authors Bill O’Reilly and Martin Dugard venture through the fraught history of our country’s founding on already occupied lands, from General Andrew Jackson’s brutal battles with the Creek Nation to President James Monroe’s epic “sea to shining sea” policy, to President Martin Van Buren’s cruel enforcement of a “treaty” that forced the Cherokee Nation out of their homelands along what would be called the Trail of Tears. O’Reilly and Dugard take readers behind the legends to reveal never-before-told historical moments in the fascinating creation story of America. This fast-paced, wild ride through the American frontier will shock readers and impart unexpected lessons that reverberate to this day.",2020-09-08,History,4.19
The Answer Is . . .,Alex Trebek,"Longtime Jeopardy! host and television icon Alex Trebek reflects on his life and career. When he debuted as the host of Jeopardy! in 1984, Alex Trebek became something like a family member to millions of television viewers, bringing entertainment and education into their homes five nights a week. In 2019, he made the stunning announcement that he had been diagnosed with Stage IV pancreatic cancer. What followed was an incredible outpouring of love and kindness. Social media was flooded with messages of support, and the Jeopardy! studio received boxes of cards and letters offering guidance, encouragement, and prayers. For more than three decades, Trebek had resisted countless appeals to write a book about his life. Yet he was moved so much by all the goodwill, he felt compelled to finally share his story. “I want people to know a little more about the person they have been cheering on for the past year,” he writes. The book combines illuminating personal anecdotes with Trebek’s thoughts on a range of topics, including marriage, parenthood, education, success, spirituality, and philanthropy. Trebek also addresses the questions asked most often by Jeopardy! fans, such as what prompted him to shave his signature mustache, his insights on legendary players like Ken Jennings and James Holzhauer, and his opinion of Will Ferrell’s Saturday Night Live impersonation. The book uses a novel structure inspired by Jeopardy! and features dozens of never-before-seen photos that candidly capture Trebek over the years. This wise, charming, and inspiring book is further evidence of why Trebek has long been considered one of the most beloved and respected figures in entertainment.",2020-07-21,Biography & Autobiography,3.86
Modern Warriors,Pete Hegseth,"A New York Times bestseller. From FOX & Friends Weekend cohost Pete Hegseth comes a collection of inspiring stories from fifteen of America’s greatest heroes—highly decorated Navy SEALs, Army Rangers, marines, Purple Heart recipients, combat pilots, a Medal of Honor recipient, and more—based on FOX Nation’s hit show of the same name. After three Army deployments—earning two Bronze Stars and a Combat Infantryman’s Badge—Pete Hegseth knows what it takes to be a modern warrior. In Modern Warriors he presents candid, unfiltered conversations with fellow modern warriors and digs for real answers to key questions like: What inspired them to serve? What is their legacy? What does sacrifice really mean to them? How do they handle loss? And what can civilians learn from this latest generation of veterans? From the skies over Afghanistan to the seas of the Mediterranean to the treacherous streets of Iraq, these brave men and women take you inside the firefight, sharing the harrowing realities of war. Hegseth uses their experiences to facilitate conversations about the raw truths of combat, including the difficulties of transitioning back home, while also celebrating these soldiers’ contributions to preserving our nation’s most precious gift—freedom. In addition to the oral history, Modern Warriors presents dozens of personal, rarely shared photos from the battlefield and the home front. Together these stories and images provide an unvarnished representation of battlefield leadership, military morale, and the strain of war. This book is the perfect keepsake and gift for anyone who wants to know what it means, and what it truly takes, to be a patriot.",2020-11-24,History,4.67
Home Body,Rupi Kaur,"From the Number One Sunday Times bestselling author of milk and honey and the sun and her flowers comes her greatly anticipated third collection of poetry. rupi kaur constantly embraces growth, and in home body, she walks readers through a reflective and intimate journey visiting the past, the present and the potential of the self. home body is a collection of raw, honest conversations with oneself - reminding readers to fill up on love, acceptance, community, family, and embrace change. illustrated by the author, themes of nature and nurture, light and dark, rest here. i dive into the well of my body and end up in another world everything i need already exists in me there’s no need to look anywhere else - home",2020-11-17,Poetry,4.07
Modern Comfort Food,Ina Garten,"#1 NEW YORK TIMES BESTSELLER • A collection of all-new soul-satisfying dishes from America’s favorite home cook! ONE OF THE BEST COOKBOOKS OF THE YEAR: The New York Times Book Review, Food Network, The Washington Post, The Atlanta Journal-Constitution, Town & Country In Modern Comfort Food, Ina Garten shares 85 new recipes that will feed your deepest cravings. Many of these dishes are inspired by childhood favorites—but with the volume turned way up, such as Cheddar and Chutney Grilled Cheese sandwiches (the perfect match for Ina’s Creamy Tomato Bisque), Smashed Hamburgers with Caramelized Onions, and the crispiest hash browns that are actually made in a waffle iron! There are few things more comforting than gathering for a meal with the ones you love, especially when dishes like Cheesy Chicken Enchiladas are at the center of the table. Old-fashioned crowd pleasers like Roasted Sausages, Peppers, and Onions are even more delicious and streamlined for quick cleanup. For dessert? You'll find the best Boston Cream Pie, Banana Rum Trifle, and Black and White Cookies you’ll ever make. Home cooks can always count on Ina’s dependable, easy-to-follow instructions, with lots of side notes for cooking and entertaining—it’s like having Ina right there beside you, helping you all the way. From cocktails to dessert, from special weekend breakfasts to quick weeknight dinners, you’ll find yourself making these cozy and delicious recipes over and over again.",2020-10-06,Cooking,3.83
The Happy in a Hurry Cookbook,"Steve Doocy, Kathy Doocy","#1 New York Times bestseller In this follow up to their New York Times bestseller The Happy Cookbook, Fox & Friends cohost Steve Doocy and his wife, Kathy, share more hilarious stories and offer crowd-pleasing recipes that are quick, easy, and delicious. Steve Doocy and his wife, Kathy, believe the kitchen and the family dinner table should be happy places where memories are made and shared. But most of us don’t have the time to spend hours in the kitchen. Steve and Kathy are no exception, and with The Happy in a Hurry Cookbook, they bring together more than a hundred recipes for favorite comfort foods that come together in a flash—from last-minute entrees to set-it-and-forget-it slow-cooker meals. The Happy in a Hurry Cookbook includes recipes covering a variety of occasions and favorite foods, from holidays, casseroles, and one-pot meals to chicken, pasta, and desserts, as well a whole chapter devoted to the ultimate comfort ingredient: potatoes. Steve and Kathy also share their clever Happy in a Hurry Hacks, which save prep and cooking time and can be used no matter what recipes you're using. Best of all, they include more hilarious and heartwarming stories from the Doocy family and (some well-known) friends. With The Happy in a Hurry Cookbook you can enjoy time-saving, all-American home cooking at its best—nothing fancy, everything delicious—with recipes such as: Buffalo Chicken Tacos Carrot Cake Waffles Red, White, and Blueberry Summer Fruit Salad Crockpot Carnitas Pumpkin-Swirled Mashed Potatoes Sweet Tea Fried Chicken Bacon Braided Smoked Turkey Breast Ritz Cracker Crust Peanut Butter Pie Six-Minute Strawberry Pie Best of all, the easy, pleasing recipes in The Happy in a Hurry Cookbook leave you and your family with more time to do the things you love! The Happy in a Hurry Cookbook is illustrated with 65 color food photos throughout and homey shots of the Doocys with friends and family, sure to please their many fans.",2020-09-29,Cooking,4.20
Magnolia Table Volume 2,Joanna Gaines,"From breakfast to dinner, plus breads, soups, and sides, Joanna Gaines' Magnolia Table, Volume 2 gives readers abundant reasons to gather together—an instant #1 New York Times bestseller! Following the launch of her #1 New York Times bestselling cookbook, Magnolia Table, and seeing her family’s own sacred dishes being served at other families’ tables across the country, Joanna Gaines gained a deeper commitment to the value of food being shared. This insight inspired Joanna to get back in the kitchen and start from scratch, pushing herself beyond her comfort zone to develop new recipes for her family, and yours, to gather around. Magnolia Table, Volume 2 is filled with 145 new recipes from her own home that she shares with husband Chip and their five kids, and from the couple’s restaurant, Magnolia Table; Silos Baking Co; and new coffee shop, Magnolia Press. The book is beautifully photographed and filled with dishes you’ll want to bring into your own home, including: Mushroom-Gruyére Quiche Pumpkin Cream Cheese Bread Grilled Bruschetta Chicken Zucchini-Squash Strata Chicken-Pecan-Asparagus Casserole Stuffed Pork Loin Lemon-Lavender Tart Magnolia Press Chocolate Cake",2020-04-07,Cooking,3.81
